ISBN,title,authors,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,description
451206673,Pen Pals,Olivia Goldsmith,2002,Signet Book,http://images.amazon.com/images/P/0451206673.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451206673.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451206673.01.LZZZZZZZ.jpg,"Are you looking for a way to meet new people from all over the world, make new friends, and help others? The solution is simple and affordablebecome a pen pal. In Dear Friend, author Cheri DeGroot shares the joys and rewards of becoming a pen pal and provides tips on sharing friendships through handwritten letters. Based on fifty-three years of personal experience as a pen pal, DeGroot details how her lifelong passion for pen palling began and how her friendships with people from all over the United States have helped her through lifes good and bad times. This guide demonstrates the positive aspects of pen pallingfrom sharing news of family, hobbies and emotions to expanding their knowledge by learning about different cultures and different people. Stressing the importance of communication, Dear Friend reveals how becoming a pen pal can help those who are lonely to find friendship, love, and happiness through the power of the written word."
330332775,Bridget Jones's Diary,Helen Fielding,1997,Picador (UK),http://images.amazon.com/images/P/0330332775.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0330332775.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0330332775.01.LZZZZZZZ.jpg,"The #1 bestselling book that defined the 20th century—now updated for the 25th Anniversary! Meet Bridget Jones—a 30-something Singleton who is certain she would have all the answers if she could: a. lose 7 pounds b. stop smoking c. develop Inner Poise Bridget Jones’s Diary is the devastatingly self-aware, laugh-out-loud daily chronicle of Bridget’s permanent, doomed quest for self-improvement—a year in which she resolves to: visit the gym three times a week, not just to buy a sandwich, form a relationship with a functional adult, and learn to work the television remote. Over the course of the year, Bridget loses a total of 72 pounds but gains a total of 74. She remains, however, optimistic. Through it all, Bridget will have you helpless with laughter, and—like millions of readers the world round—you’ll find yourself shouting, “Bridget Jones is me!”"
486284735,Pride and Prejudice (Dover Thrift Editions),Jane Austen,1995,Dover Publications,http://images.amazon.com/images/P/0486284735.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486284735.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486284735.01.LZZZZZZZ.jpg,"Jane, Elizabeth, Mary, Kitty and Lydia are five unmarried daughters in the Bennet household. With not a courtship on the horizon, let alone prospects for a marriage, it is a surprise when the handsome, wealthy bachelor Charles Bingley sets his sights on Jane. While Bingley exudes charm, his friend Mr Darcy makes a less than favourable impression by insulting Jane's sister, Elizabeth, and thus initiates the most excruciating yet exhilarating love-hate romance in literary history. Pride and Prejudice feels as alive and important now as the day it was first published."
671021745,EYE ON CRIME: HARDY BOYS #153,Franklin W. Dixon,1998,Aladdin,http://images.amazon.com/images/P/0671021745.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671021745.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671021745.01.LZZZZZZZ.jpg,"After the Hardys’ girlfriends are hypnotized at the taping of a daily TV variety show, all seems fine—until they are arrested the next day for robbing a jewelry store. Even more suspicious: this is the second store robbery committed by teens in just two days! Can the boys crack the case and clear their girlfriends’ names?"
671047612,Skin And Bones,Franklin W. Dixon,2000,Aladdin,http://images.amazon.com/images/P/0671047612.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671047612.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671047612.01.LZZZZZZZ.jpg,"Sixteen-year-old Jack, nicknamed ""Bones,"" won't eat. His roommate in the eating disorder ward has the opposite problem and proudly goes by the nickname ""Lard."" They become friends despite Bones's initial reluctance. When Bones meets Alice, a dangerously thin dancer who loves to break the rules, he lets his guard down even more. Soon Bones is so obsessed with Alice that he's willing to risk everything–even his recovery."
671504282,"LAW OF THE JUNGLE (HARDY BOYS CASE FILE 105) : LAW OF THE JUNGLE (Hardy Boys, The)",Franklin W. Dixon,1995,Simon Pulse,http://images.amazon.com/images/P/0671504282.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671504282.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671504282.01.LZZZZZZZ.jpg,Frank and Joe Hardy are bound for the dangerous jungles of Borneo. Hardy Boys Casefiles #105.
399138684,The Cat Who Came to Breakfast (Cat Who... (Hardcover)),Lilian Jackson Braun,1994,Putnam Pub Group,http://images.amazon.com/images/P/0399138684.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399138684.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399138684.01.LZZZZZZZ.jpg,"Jim Qwilleran and his cats scramble for clues when peaceful Breakfast Island is turned upside-down by murder in this mystery in the New York Times bestselling Cat Who series. Qwilleran and the cats are visiting an island known by many names. Qwill has always called it Breakfast Island, but to the taciturn natives, it’s Providence Island. To the rich summer resident, it’s Grand Island—and to the developers and tourists who are turning this once-peaceful place into a circus, it’s Pear Island. But when some odd “accidents” occur, including a fatal boat explosion, Qwill suspects sabotage and sets out to investigate—because murder by any other name is just as deadly..."
785263292,"If Singleness Is a Gift, What's the Return Policy?",Holly Virden,2003,Nelson Books,http://images.amazon.com/images/P/0785263292.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785263292.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785263292.01.LZZZZZZZ.jpg,"This down-to-earth, often humorous guide redirects singles from putting their lives on hold and waiting for a mate to living each day to the fullest now."
830714014,Always Daddy's Girl: Understanding Your Father's Impact on Who You Are,H. Norman Wright,1989,Regal Books,http://images.amazon.com/images/P/0830714014.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0830714014.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0830714014.01.LZZZZZZZ.jpg,Explains how the relationship with fathers has an impact upon daughters throughout life.
345354931,Night Mare (Xanth Novels (Paperback)),Piers Anthony,1990,Del Rey Books,http://images.amazon.com/images/P/0345354931.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345354931.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345354931.01.LZZZZZZZ.jpg,"The danger to Xanth was so great that only a night mare could offer hope! The Nextwave of barbarian warriors was invading Xanth from the north, ravaging and destroying as they advanced. But Mare Imbrium had her own problems. Ever since she had gained the half soul, the night mare had begun to mishandle her job of delivering bad dreams. Now the night Stallion dismissed her, exiling her to the day world with a message for King Trent: Beware the Horseman! She had no idea what that meant. But that was the way with prophetic warnings—nobody could understand them until it was too late. Then she met the Horseman. And she discovered that one who would right a night mare was a master of a bit and spur, and not a man to surrender her. For the night mare, it all began to be a horrible nightmare!"
553278223,The Martian Chronicles,RAY BRADBURY,1984,Spectra,http://images.amazon.com/images/P/0553278223.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553278223.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553278223.01.LZZZZZZZ.jpg,"The tranquility of Mars is disrupted by humans who want to conquer space, colonize the planet, and escape a doomed Earth."
3257207522,Der KÃ?Â¶nig in Gelb.,Raymond Chandler,1980,Diogenes Verlag,http://images.amazon.com/images/P/3257207522.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257207522.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257207522.01.LZZZZZZZ.jpg,"divEugene O’Neill’s autobiographical play Long Day’s Journey into Night is regarded as his masterpiece and a classic of American drama. With this new edition, at last it has the critical edition that it deserves. William Davies King provides students and theater artists with an invaluable guide to the text, including an essay on historical and critical perspectives; glosses of literary allusions and quotations; notes on the performance history; an annotated bibliography; and illustrations. ""This is a worthy new edition, one that I'm sure will appeal to many students and teachers. William Davies King provides a thoughtful introduction to Long Day's Journey into Night—equally sensitive to the most particular and most encompassing of the play's materials.""—Marc Robinson/DIV"
3257208626,Fahrenheit 451,Ray Bradbury,1994,Distribooks Inc,http://images.amazon.com/images/P/3257208626.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257208626.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257208626.01.LZZZZZZZ.jpg,A fireman in charge of burning books meets a revolutionary school teacher who dares to read. Depicts a future world in which all printed reading material is burned.
3257208669,Das BÃ?Â¶se kommt auf leisen Sohlen.,Ray Bradbury,2003,Diogenes,http://images.amazon.com/images/P/3257208669.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257208669.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257208669.01.LZZZZZZZ.jpg,"This volume is a state-of-the-art compilation of diverse and innovative perspectives, principles, and a number of practiced approaches of fields, courses, and methods of pluralist economics teaching. It fosters constructive controversy aiming to incite authors and commentators to engage in fruitful debate. The complex economic problems of the 21st century require a pluralist, real-world oriented, and innovative discipline of economics, capable of addressing and teaching those complex issues to students from diverse perspectives. This volume addresses a number of key questions: Which models could be taught outside the equilibrium and optimality paradigm? Which methods could help to improve our understanding of the complex globalized economy? How can qualitative and quantitative methods be combined in a fruitful way to analyze complex economic problems? How can the academic isolation of mainstream economics that has developed over many decades be overcome, despite its attempted transdisciplinary imperialism? What role should knowledge from other disciplines play in teaching economics, and what is the relevance of transdisciplinarity? Through examining these issues, the editors and authors have created a pluralist but cohesive book on teaching economics in the contemporary classroom, drawing from ideas and examples from around the world. Principles and Pluralist Approaches in Teaching Economics is a unique collection of diverse perspectives on the methodology and applications of pluralist economics teaching. It will be a great resource for those teaching economics at various levels as well as researchers and intermediate and advanced students searching for pluralism in economics."
3257210450,LÃ?Â¶wenzahnwein. Roman.,Ray Bradbury,1999,Diogenes Verlag,http://images.amazon.com/images/P/3257210450.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257210450.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257210450.01.LZZZZZZZ.jpg,"""An academic collection that explores and examines The Velvet Underground in the 1960s and the solo activities of band members up to the present""--"
3257212054,Das Kind von morgen. ErzÃ?Â¤hlungen.,Ray Bradbury,2000,Diogenes Verlag,http://images.amazon.com/images/P/3257212054.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257212054.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257212054.01.LZZZZZZZ.jpg,"The Cloud Upon the Sanctuary by Karl von Eckartshausen is a mystical and esoteric work that explores the spiritual dimensions of life and the pursuit of divine wisdom. Originally written in the late 18th century, this timeless masterpiece invites readers into a world of sacred knowledge and inner transformation."
3257212429,Die Mechanismen der Freude. ErzÃ?Â¤hlungen.,Ray Bradbury,2000,Diogenes Verlag,http://images.amazon.com/images/P/3257212429.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257212429.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257212429.01.LZZZZZZZ.jpg,"This volume depicts the world of Varekai, a production of the entertainment company Cirque de Soleil. Varekai - which means wherever in the Romany language of the gypsies - pays tribute to a universe of infinite possibilities through an explosive fusion of drama and acrobatics, which is captured here in the photography of Veronique Vial."
3257233051,Veronika Deschliesst Zu Sterben / Vernika Decides to Die,Paolo Coelho,2002,Distribooks,http://images.amazon.com/images/P/3257233051.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257233051.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257233051.01.LZZZZZZZ.jpg,"A breathtaking collection of reflections from one of the world's best loved storytellers, Paulo Coelho."
3462021095,Schwarzer Tee mit drei StÃ¼ck Zucker,Renan Demirkan,1991,Kiepenheuer &amp; Witsch,http://images.amazon.com/images/P/3462021095.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3462021095.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3462021095.01.LZZZZZZZ.jpg,"Eine junge Türkin, die hochschwanger in einem dt. Krankenhaus liegt, erinnert sich an ihre frühe Kindheit in Anatolien und an ihre Jugend in Westdeutschland."
3498020862,Die Korrekturen.,Jonathan Franzen,2002,"Rowohlt, Reinbek",http://images.amazon.com/images/P/3498020862.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3498020862.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3498020862.01.LZZZZZZZ.jpg,"«Ein Wunder. Und kein geringes.» (Die Welt) Nach fast fünfzig Ehejahren hat Enid Lambert nur ein Ziel: ihre Familie zu einem letzten Weihnachtsfest um sich zu scharen. Alles könnte so schön sein, gemütlich, harmonisch. Doch Parkinson hat ihren Mann Alfred immer fester im Griff, und die drei erwachsenen Kinder durchleben eigene tragikomische Malaisen. Gary steckt in einer Ehekrise. Chip versucht sich als Autor. Und Denise ist zwar eine Meisterköchin, hat aber in der Liebe kein Glück. Jonathan Franzen ist ein großartiger Roman gelungen: Familien- und Gesellschaftsgeschichte in einem. «Eine Sensation.» (Der Spiegel) «Jonathan Franzen ist das größte Sprachtalent, das die amerikanische Literatur seit John Updike hervorgebracht hat.» (Literaturen) «Man möchte Jonathan Franzen genial nennen.» (Süddeutsche Zeitung) «Man geht mit jenem eigentümlichen Gefühl aus der Lektüre hervor, das nur große Literatur wecken kann: Man fühlt sich beschenkt und bereichert.» (Frankfurter Allgemeine Zeitung)"
3548254268,Eine ganz normale AffÃ?Â¤re.,Joanna Trollope,2002,Ullstein Tb,http://images.amazon.com/images/P/3548254268.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3548254268.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3548254268.01.LZZZZZZZ.jpg,"An intimate and at times savagely funny psychological study of two sisters, one of who has made her home in East Berlin and one who has stayed on in their native London. Fleeing from an encounter that has destroyed her marriage, Rosa Brine leaves Berlin in the wake of the downing of the Wall and seeks shelter with her sister Alice. But the sinister figure of 'Berlin Bertie' follows and finds her. A turbulent Easter weekend of explosive confrontations ends in an oddly comic kind of salvation. Howard Brenton's play Berlin Bertie was first performed at the Royal Court Theatre, London, in 1992."
